Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Swiss Arabian,5.0,1,,Swiss Arabian Amber 07,Swiss Arabian,Available in 50 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,,Swiss Arabian Amber 01,Swiss Arabian,Available in 50 ml,,,,Men and Women,,,,,,
Jack Hope,,,Cedar,Swift Unlimited Silver,Jack Hope,Available in 100 ml,,,,Men,,,,,,
A Lab on Fire,4.7,3,Bergamot,Sweet Dreams 2003,A Lab on Fire,Available in 60 ml,,,,Men and Women,,2012,,,,
Franck Olivier,2.5,2,Jasmine,Sunrise Franck Olivier,Franck Olivier,Available in 75 ml,,,,Women,,2010,,,,
Elizabeth Arden,4.9,8,,Sunflowers Dream Petals,Elizabeth Arden,Available in 100 ml,,,,Women,,,,,,
Nishane,5.0,1,Vetiver,Sultan Vetiver,Nishane,Available in 50 ml,,,,Men,,2013,,,,
The Merchant of Venice,,,Cedar,Sultan Leather,The Merchant of Venice,Available in 100 ml,,,,Men,,2015,,,,
Starter,,,Citrus,Starter Victory,Starter,Available in 100 ml,,,,Men,,,,,,
Starter,3.7,3,Bergamot,Starter Energy,Starter,Available in 100 ml,,,,Men,,,,,,
Hermetica,,,Bergamot,Source1,Hermetica,Available in 100 ml,,,,Men and Women,,2018,,,,
Rasasi,,,,Sotoor Seen,Rasasi,Available in 98 ml,,,,Women,,2017,,,,
Sospiro,,,,Sospiro Soprano,Sospiro,Available in 100 ml,,,,Men and Women,,2018,,,,
Luciano Soprani,,,Bergamot,Solo Soprani Blu,Luciano Soprani,Available in 100 ml,"Bergamot, Mandarin, Lavandin, Mint","Geranium, Jasmine, Juniperberry","Jasmine (Sambac), Teak, Amber, Musk",Men,,1998,,,,
Luciano Soprani,3.3,3,Bergamot,Solo Smile,Luciano Soprani,Available in 100 ml,,,,Women,,2016,,,,
Van Cleef & Arpels,4.7,6,Floral,So First,Van Cleef & Arpels,Available in 30 ml and 100 ml,,,,Women,,2016,,,,
Swiss Arabian,5.0,2,Cedar,Shumoukh Al Ghutra,Swiss Arabian,Available in 100 ml,,,,Men,,,,,,
Dreamworks,5.0,1,fresh,Shrek The Third,Dreamworks,Available in 75 ml,,,,Women,,,,,,
Xerjoff,4.3,6,Jasmine,Shooting Stars Nio,Xerjoff,Available in 50 ml,,,,Women,,2009,,,,
Sergio Tacchini,4.0,4,fresh,Sergio Tacchini With You,Sergio Tacchini,Available in 30 ml and 100 ml,,,,Women,,2012,,,,
Sergio Tacchini,,,Rose,Sergio Tacchini La Volee,Sergio Tacchini,Available in 100 ml,,,,Women,,2018,,,,
Sergio Tacchini,4.9,20,Citrus,Sergio Tacchini Donna,Sergio Tacchini,"Available in 50 ml, 100 ml and 300 ml","Bergamot, Lime, Clove, Rosemary","Lemon leaves, Lavender, Lily of the Valley (Muguet)","Patchouli, Sandalwood, Vetiver, Ambergris",Men,,1987,,,,
Berdoues,,,fresh,Selva Do Brazil,Berdoues,Available in 109 ml,,,,Women,,2015,,,,
M. Micallef,,,Lemon,Secrets Of Love Sensual,M. Micallef,Available in 75 ml,,,,Women,,2016,,,,
Sawalef,,,Patchouli,Sawalef Empire,Sawalef,Available in 100 ml,,,,Men and Women,,,,,,
Sapil,4.0,1,Cedar,Sapil Solid Black,Sapil,Available in 100 ml,,,,Men,,2019,,,,
Versace,,,,Santal Boise,Versace,Available in 100 ml,,,,Men and Women,,2019,,,,
Carner Barcelona,,,Bergamot,Sandor 70's,Carner Barcelona,Available in 50 ml,,,,Men and Women,,2016,,,,
Hermetica,5.0,1,Vanilla,Sandalsun,Hermetica,Available in 100 ml,,,,Men and Women,,2018,,,,
Nishane,5.0,1,,Safran Colognise,Nishane,Available in 100 ml,,,,Men and Women,,2019,,,,
Rasasi,,,,Rumz Al Rasasi 9325,Rasasi,Available in 50 ml,,,,Men,,,,,,
Rue Broca,4.0,1,,Rue Broca Theoreme,Rue Broca,Available in 90 ml,,,,Women,,,,,,
M. Micallef,3.0,2,Bergamot,Royal Vintage,M. Micallef,Available in 100 ml,,,,Men,,2013,,,,
Creed,4.7,23,,Royal Mayfair,Creed,"Available in 8 ml, 30 ml, 50 ml, 75 ml, 100 ml and 120 ml",,,,Men,,,,,,
Hermetica,5.0,1,Rose,Rosefire,Hermetica,Available in 100 ml,,,,Women,,2018,,,,
Nicolai,1.0,1,Rose,Rose Pivoine,Nicolai,Available in 100 ml,,,,Women,,,,,,
D.S. & Durga,5.0,2,Bergamot,Rose Atlantic,D.S. & Durga,Available in 50 ml and 100 ml,,,,Women,,2016,,,,
Carner Barcelona,,,,Rose & Dragon,Carner Barcelona,Available in 50 ml,,,,Men and Women,,2016,,,,
Roos & Roos,,,,Roos & Roos Oud Vibration,Roos & Roos,Available in 100 ml,,,,Women,,,,,,
Roos & Roos,,,,Roos & Roos Comme Une Fleur,Roos & Roos,Available in 100 ml,,,,Men and Women,,,,,,
Roja Parfums,4.0,1,Cedar,Roja Sweetie Aoud,Roja Parfums,Available in 50 ml,,,,Men and Women,,2015,,,,
Roja Parfums,4.0,1,Cedar,Roja Scandal,Roja Parfums,Available in 50 ml and 100 ml,,,,Men,,2011,,,,
Roja Parfums,5.0,2,Bergamot,Roja Reckless,Roja Parfums,Available in 50 ml,,,,Women,,2014,,,,
Roja Parfums,4.0,5,Jasmine,Roja Elixir Pour Femme Essence De Parfum,Roja Parfums,Available in 100 ml,,,,Men and Women,,2019,,,,
Roja Parfums,,,Jasmine,Roja Britannia,Roja Parfums,Available in 100 ml,,,,Men and Women,,2016,,,,
Roja Parfums,4.5,2,fresh,Roja 51 Pour Femme,Roja Parfums,Available in 50 ml,,,,Women,,2015,,,,
Roger & Gallet,,,Bergamot,Roger & Gallet Verveine Utopie,Roger & Gallet,Available in 100 ml,,,,Women,,2017,,,,
Roger & Gallet,,,Cedar,Roger & Gallet Gingembre Rouge,Roger & Gallet,Available in 100 ml,,,,Women,,2014,,,,
Rochas,,,,Rochas Girl,Rochas,Available in 100 ml,,,,Women,,,,,,
Roberto Cavalli,4.8,5,Cedar,Roberto Cavalli Uomo Deep Desire,Roberto Cavalli,Available in 100 ml,,,,Men,,2019,,,,
Robert Piguet,5.0,3,Rose,Robert Piguet V Intense (formerly Visa),Robert Piguet,Available in 100 ml,,,,Women,,2014,,,,
Robert Piguet,,,,Robert Piguet Jeunesse,Robert Piguet,Available in 100 ml,,,,Women,,2012,,,,
Carner Barcelona,5.0,1,Cedar,Rima Xi,Carner Barcelona,"Available in 2 ml, 90 ml and 100 ml",,,,Men and Women,,2012,,,,
Riiffs,,,,Riiffs Mon Prive,Riiffs,Available in 100 ml,,,,Men and Women,,,,,,
Riiffs,,,,Riiffs Intrepid,Riiffs,Available in 100 ml,,,,Men,,,,,,
Riiffs,,,,Riiffs Emperor,Riiffs,Available in 100 ml,,,,Men,,,,,,
Riiffs,1.0,1,,Riiffs Deoro Patchouli,Riiffs,Available in 100 ml,,,,Men and Women,,,,,,
Riiffs,,,,Riiffs Decadent Noir,Riiffs,Available in 100 ml,,,,Men,,,,,,
Riiffs,4.0,1,,Riiffs Accord Homme,Riiffs,Available in 100 ml,,,,Men,,,,,,
Rihanna,4.4,60,,Rihanna Rogue,Rihanna,"Available in 7 ml, 15 ml, 30 ml, 75 ml, 90 ml, 125 ml and 200 ml",,,,Women,,,,,,
Rihanah,3.0,1,,Rihanah Vision Pour Homme,Rihanah,Available in 100 ml,,,,Men,,,,,,
Richard James,5.0,1,Bergamot,Richard James Savile Row,Richard James,Available in 50 ml and 100 ml,,,,Men,,2003,,,,
Rich & Ruitz,,,,Rich & Ruitz Equator La Nuit,Rich & Ruitz,Available in 98 ml,,,,Men,,,,,,
Rance,,,Jasmine,Reve D'ete,Rance,Available in 100 ml,,,,Women,,2016,,,,
Mandarina Duck,,,Bergamot,Resort Lovers,Mandarina Duck,Available in 100 ml,,,,Women,,,,,,
Bois 1920,,,Patchouli,Relativamente Rosso,Bois 1920,Available in 100 ml,,,,Women,,2013,,,,
Bois 1920,2.5,2,,Real Patchouly,Bois 1920,Available in 100 ml,,,,Women,,,,,,
Victory International,5.0,1,,Real Cool,Victory International,Available in 100 ml,,,,Men,,,,,,
Lattafa,4.3,8,,Raghba Wood Intense,Lattafa,Available in 100 ml,,,,Men and Women,,,,,,
Laurent Mazzone,,,Cedar,Radikal Iris,Laurent Mazzone,Available in 100 ml,,,,Men and Women,,2018,,,,
Boucheron,3.8,4,Patchouli,Quatre Absolu De Nuit,Boucheron,Available in 100 ml,,,,Men,,2017,,,,
Armaf,,,Jasmine,Q Donna,Armaf,Available in 100 ml,,,,Women,,2018,,,,
Kilian,,,,Pure Oud,Kilian,Available in 50 ml,"ARABIAN NIGHTS ACCORD, Leather, Oud (Oudh, Agar or Aloeswood), Amber, Copahu balm (copaiva, copeifera)",,,Women,,2009,,,,
Karen Low,5.0,2,Lemon,Pure Bleu,Karen Low,Available in 100 ml,,,,Men,,,,,,
Canto,,,Vetiver,Psiche V,Canto,Available in 100 ml,,,,Men and Women,,2020,,,,
Susan G Komen For The Cure,3.5,6,,Promise Me,Susan G Komen For The Cure,Available in 30 ml and 100 ml,"Bergamot, Mandarin, Orange (blood), Yuzu, Aldehydes, Blackcurrant buds (Cassis)","Magnolia (Star), Orchid (wild), Peony (pink), Waterlily, Rosewood","Sandalwood, Musk, Vanilla, Peach (white)",Women,,2011,,,,
Chkoudra Paris,,,,Private Blend Royal Rose Morocco,Chkoudra Paris,Available in 100 ml,,,,Women,,,,,,
Chkoudra Paris,4.8,4,,Private Blend Pure Arabian Velvet,Chkoudra Paris,Available in 100 ml,,,,Women,,,,,,
Chkoudra Paris,3.6,5,,Private Blend Premium Amber Black,Chkoudra Paris,Available in 100 ml,,,,Men,,,,,,
Prada,,,Rose,Prada Olfactories Tainted Love,Prada,Available in 100 ml,,,,Men,,2015,,,,
Prada,4.6,71,,Prada Luna Rossa Sport,Prada,"Available in 8 ml, 50 ml, 100 ml, 125 ml and 150 ml",,,,Men,,,,,,
Prada,4.3,6,Citrus,Prada Luna Rossa Eau Sport,Prada,Available in 75 ml and 125 ml,,,,Men,,2016,,,,
Prada,5.0,1,Vanilla,Prada La Femme Absolu,Prada,Available in 100 ml,,,,Women,,2018,,,,
Prada,4.3,23,Bergamot,Prada Amber Pour Homme Intense,Prada,"Available in 8 ml, 50 ml and 100 ml",,,,Men,,2011,,,,
Atkinsons,,,,Posh On The Green,Atkinsons,Available in 100 ml,,,,Women,,,,,,
Riiffs,,,,Portofino Noir,Riiffs,Available in 100 ml,,,,Men,,,,,,
Police Colognes,4.7,3,Bergamot,Police To Be The Illusionist,Police Colognes,"Available in 8 ml, 40 ml, 75 ml and 125 ml",,,,Men,,2012,,,,
Police Colognes,,,,Police To Be Good Vibes,Police Colognes,Available in 125 ml,,,,Men,,,,,,
Police Colognes,,,Bergamot,Police Shock In Scent,Police Colognes,Available in 100 ml,,,,Men,,2019,,,,
Police Colognes,,,Bergamot,Police Independent,Police Colognes,Available in 100 ml,,,,Men,,2016,,,,
Tiziana Terenzi,,,Lemon,Poggia,Tiziana Terenzi,Available in 100 ml,,,,Men and Women,,2020,,,,
Pascal Morabito,,,Patchouli,Pluie De Perles,Pascal Morabito,Available in 100 ml,,,,Women,,,,,,
Xerjoff,5.0,1,,Pikovaya Dama,Xerjoff,Available in 50 ml and 100 ml,,,,Men and Women,,2015,,,,
Philippe Venet,,,Cedar,Philippe Venet Peacock,Philippe Venet,Available in 100 ml,,,,Women,,,,,,
Marilyn Miglin,4.4,7,Floral,Pheromone Gold,Marilyn Miglin,"Available in 30 ml, 50 ml, 100 ml and 120 ml",,,,Women,,,,,,
Moar,,,,Phantom Pour Femme,Moar,Available in 50 ml,,,,Women,,,,,,
Perry Ellis,4.0,1,Bergamot,Perry Ellis 18 Fuego,Perry Ellis,Available in 100 ml,,,,Men,,2006,,,,
Pascal Morabito,4.5,2,Rose,Perle Precieuse,Pascal Morabito,Available in 100 ml,,,,Women,,,,,,
Berdoues,,,,Peng Lai,Berdoues,Available in 100 ml,,,,Women,,,,,,
Etro,,,Bergamot,Pegaso,Etro,Available in 1 ml and 100 ml,,,,Women,,2009,,,,
Simone Cosac Profumi,,,Bergamot,Peccato,Simone Cosac Profumi,Available in 100 ml,,,,Women,,2014,,,,
Starck Paris,4.5,2,,Peau De Pierre,Starck Paris,"Available in 1 ml, 40 ml and 90 ml",,,,Men,,,,,,
Starck Paris,3.5,2,,Peau D'ailleurs,Starck Paris,"Available in 1 ml, 40 ml and 90 ml",,,,Women,,,,,,
Affinessence,,,Patchouli,Patchouli Oud,Affinessence,Available in 100 ml,,,,Men and Women,,2015,,,,
Nishane,,,Patchouli,Pachuli Kozha,Nishane,Available in 50 ml,,,,Men and Women,,2015,,,,
Histoires De Parfums,,,Rose,Outrecuidant,Histoires De Parfums,Available in 120 ml,,,,Men and Women,,2017,,,,
Xerjoff,,,Bergamot,Oud Stars Mamluk,Xerjoff,Available in 50 ml,,,,Women,,2012,,,,
Xerjoff,,,Bergamot,Oud Stars Al-khatt,Xerjoff,Available in 50 ml,,,,Men and Women,,2012,,,,
Rihanah,,,,Oud Al Safwa,Rihanah,Available in 80 ml,,,,Men and Women,,,,,,
The Different Company,5.0,1,Bergamot,Osmanthus,The Different Company,Available in 50 ml and 90 ml,,,,Women,,2000,,,,
Armaf,,,,Oros The Inventor Black,Armaf,Available in 86 ml,,,,Men,,,,,,
Ormonde Jayne,,,,Ta'if,Ormonde Jayne,Available in 118 ml,,,,Men and Women,,,,,,
Ormonde Jayne,,,,Ormonde Jayne Osmathus,Ormonde Jayne,Available in 118 ml,,,,Women,,,,,,
Ormonde Jayne,,,,Nawab Of Oudh,Ormonde Jayne,Available in 118 ml,,,,Men and Women,,,,,,
Ormonde Jayne,,,,Frangipani,Ormonde Jayne,Available in 118 ml,,,,Men and Women,,,,,,
Penhaligon's,4.0,4,Bergamot,Orange Blossom,Penhaligon's,Available in 8 ml and 100 ml,,,,Men and Women,,1976,,,,
Chopard,,,,Or De Calambac,Chopard,Available in 95 ml,,,,Men and Women,,,,,,
Amouage,5.0,2,Jasmine,Opus Viii,Amouage,Available in 100 ml,,,,Women,,2014,,,,
Jacques Bogart,4.2,30,Bergamot,One Man Show Oud Edition,Jacques Bogart,Available in 100 ml,,,,Men,,2014,,,,
Maison Trudon,,,Bergamot,Olim,Maison Trudon,Available in 1 ml and 100 ml,,,,Men,,2017,,,,
Calvin Klein,5.0,2,,Obsessed Intense,Calvin Klein,Available in 100 ml,,,,Women,,2018,,,,
Oak,,,Lemon,Oak Lush,Oak,Available in 90 ml,,,,Women,,2019,,,,
Laurent Mazzone,5.0,1,Rose,O Des Soupirs,Laurent Mazzone,Available in 90 ml,,,,Women,,2011,,,,
Nusuk,,,Citrus,Nukhbat Al Musk,Nusuk,Available in 100 ml,,,,Men and Women,,,,,,
Remy Latour,,,Bergamot,Nuit D'ete A Paris,Remy Latour,Available in 100 ml,,,,Women,,,,,,
Chopard,,,,Nuit Des Rois,Chopard,Available in 95 ml,,,,Men and Women,,,,,,
Selectiva SPA,,,,Notebook Cassis & Pink Pepper,Selectiva SPA,Available in 100 ml,,,,Women,,2018,,,,
Nomenclature,5.0,1,Cedar,Nomenclature Orb Ital,Nomenclature,Available in 100 ml,,,,Women,,2015,,,,
Nomenclature,,,Bergamot,Nomenclature Iri Del,Nomenclature,Available in 100 ml,,,,Women,,2015,,,,
L'Artisan Parfumeur,4.3,11,Vanilla,Noir Exquis,L'Artisan Parfumeur,Available in 50 ml and 100 ml,,,,Men and Women,,2015,,,,
Frederic Malle,5.0,1,Cedar,Noir Epices,Frederic Malle,Available in 1 ml and 100 ml,,,,Women,,2000,,,,
Nishane,5.0,2,Vanilla,Nishane Florane,Nishane,Available in 100 ml,,,,Men and Women,,2019,,,,
Nina Ricci,5.0,4,,Nina L'eau,Nina Ricci,"Available in 30 ml, 50 ml and 80 ml",,,,Women,,2006,,,,
Carolina Herrera,5.0,1,Bergamot,Nightfall Patchouli,Carolina Herrera,Available in 100 ml,,,,Men and Women,,2015,,,,
Nicolai,,,Rose,Nicolai Patchouli Sublime,Nicolai,Available in 35 ml,,,,Women,,2017,,,,
Bond No. 9,5.0,5,,New Bond Street,Bond No. 9,Available in 50 ml and 100 ml,,,,Women,,2018,,,,
Nejma,4.0,1,,Nejma Aoud Two,Nejma,Available in 2 ml and 100 ml,"Rose (Rosa Centifolia), Rose (Turkish, Ottoman)",Rose,"Oud (Oudh, Agar or Aloeswood), Sandalwood",Men,,2009,,,,
Nasomatto,5.0,1,,Nasomatto Absinth,Nasomatto,Available in 30 ml,,,,Women,,,,,,
Maison Alhambra,,,,Narcotic Flower,Maison Alhambra,Available in 100 ml,,,,Women,,,,,,
Naomi Campbell,5.0,4,Lemon,Naomi,Naomi Campbell,Available in 30 ml,,,,Women,,2010,,,,
My Perfumes,,,,My Perfumes Midnight,My Perfumes,Available in 80 ml,,,,Women,,,,,,
Nusuk,4.7,3,,Musk Khas,Nusuk,Available in 4 ml and 100 ml,,,,Women,,,,,,
Rihanah,,,,Musk Al Safwa,Rihanah,Available in 80 ml,,,,Men and Women,,,,,,
Sawalef,,,Cedar,Musk Al Reem,Sawalef,Available in 80 ml and 100 ml,,,,Men and Women,,,,,,
Memo,,,Vetiver,Moroccan Leather,Memo,Available in 75 ml,,,,Women,,2018,,,,
Moresque,5.0,1,Jasmine,Moresque Royal Limited Edition,Moresque,Available in 75 ml,,,,Women,,2019,,,,
Masque Milano,,,Cedar,Montecristo,Masque Milano,Available in 35 ml,,,,Men and Women,,2013,,,,
Montale,1.0,1,Bergamot,Montale Sweet Flowers,Montale,Available in 100 ml,,,,Women,,2018,,,,
Montale,4.0,1,fresh,Montale Silver Aoud,Montale,Available in 50 ml and 100 ml,,,,Women,,,,,,
Montale,4.3,3,Cedar,Montale Santal Wood,Montale,Available in 100 ml,,,,Men and Women,,2012,,,,
Montale,,,Rose,Montale Pure Love,Montale,Available in 100 ml,,,,Men and Women,,2019,,,,
Montale,,,Citrus,Montale Pretty Fruity,Montale,Available in 50 ml and 100 ml,,,,Men and Women,,2011,,,,
Montale,,,Jasmine,Montale Pink Extasy,Montale,Available in 100 ml,,,,Women,,2014,,,,
Montale,,,fresh,Montale Orchid Powder,Montale,Available in 50 ml and 100 ml,,,,Men and Women,,2018,,,,
Montale,,,Cedar,Montale Orange Flowers,Montale,Available in 100 ml,,,,Men and Women,,2015,,,,
Montale,,,Patchouli,Montale Golden Aoud,Montale,Available in 50 ml and 100 ml,,,,Women,,2008,,,,
Montale,,,fresh,Montale Ginger Musk,Montale,Available in 100 ml,,,,Men and Women,,2006,,,,
Montale,,,Bergamot,Montale Chypre Fruite,Montale,Available in 100 ml,,,,Men and Women,,2009,,,,
Montale,3.5,2,Bergamot,Montale Boise Vanille,Montale,Available in 100 ml,,,,Women,,,,,,
Montale,4.3,6,Rose,Montale Aoud Safran,Montale,Available in 50 ml and 100 ml,,,,Women,,,,,,
Montale,,,Vetiver,Montale Aoud Legend,Montale,Available in 50 ml and 100 ml,,,,Men and Women,,2016,,,,
Montale,,,Bergamot,Montale Aoud Ever,Montale,"Available in 8 ml, 50 ml and 100 ml",,,,Men and Women,,2012,,,,
Montale,5.0,1,fresh,Montale Aoud Cuir D'arabie,Montale,Available in 50 ml and 100 ml,,,,Men and Women,,2006,,,,
Montale,5.0,1,Rose,Montale Amber & Spices,Montale,Available in 50 ml and 100 ml,,,,Men and Women,,,,,,
Montagut,4.5,2,,Montagut Red,Montagut,Available in 50 ml,,,,Women,,,,,,
Montagut,,,,Montagut Pink,Montagut,Available in 50 ml,,,,Women,,,,,,
Lalique,,,,Mon Premier Crystal Absolu Sensuel,Lalique,Available in 80 ml,,,,Women,,,,,,
M. Micallef,5.0,1,Rose,Mon Parfum Pearl,M. Micallef,Available in 100 ml,,,,Women,,2018,,,,
M. Micallef,,,Patchouli,Mon Parfum,M. Micallef,Available in 100 ml,,,,Women,,2009,,,,
L'Artisan Parfumeur,,,,Mon Numero 9,L'Artisan Parfumeur,Available in 1 ml and 100 ml,,,,Men and Women,,2011,,,,
Molinard,3.0,1,Bergamot,Molinard Musc,Molinard,Available in 75 ml,,,,Men and Women,,2015,,,,
Afnan,5.0,1,,Modest Pour Femme Une,Afnan,Available in 100 ml,,,,Women,,,,,,
Misguided,,,,Misguided Babe Power,Misguided,Available in 80 ml,,,,Women,,,,,,
Roberto Vizzari,,,Bergamot,Miss Vizzari,Roberto Vizzari,Available in 109 ml,,,,Women,,2013,,,,
BYBLOS,,,Patchouli,Miss Byblos,BYBLOS,Available in 100 ml,,,,Women,,2012,,,,
Mick Micheyl,,,,Mick Micheyl Red,Mick Micheyl,Available in 80 ml,,,,Women,,,,,,
Mick Micheyl,4.0,4,Floral,Mick Micheyl,Mick Micheyl,Available in 1 ml and 80 ml,"Leaves (Ivy), Blackcurrant buds (Cassis), Kiwi","Cyclamen, Jasmine, Lily of the Valley (Muguet), Rose, Seringa (Mock orange), Violet","Cedarwood, Sandalwood, Musk (white)",Women,,2000,,,,
Ron Marone's,,,Bergamot,Metal Pink,Ron Marone's,Available in 100 ml,,,,Women,,,,,,
Carner Barcelona,,,,Megalium,Carner Barcelona,Available in 100 ml,,,,Men and Women,,2018,,,,
Mauboussin,4.0,1,Lemon,Mauboussin Pour Lui Time Out,Mauboussin,Available in 100 ml,,,,Men,,2015,,,,
Mauboussin,4.5,2,Lemon,Mauboussin Lovely A La Folie,Mauboussin,Available in 50 ml,,,,Women,,2013,,,,
Riiffs,5.0,1,Bergamot,Masculin Leather,Riiffs,Available in 100 ml,,,,Men,,,,,,
Marvel,4.6,5,Jasmine,Marvel Venom,Marvel,Available in 100 ml,,,,Men,,,,,,
Riiffs,5.0,2,,Mariya,Riiffs,Available in 100 ml,,,,Women,,,,,,
Marina De Bourbon,5.0,1,,Marina De Bourbon Symbol Royal,Marina De Bourbon,Available in 100 ml,,,,Women,,,,,,
Marina De Bourbon,5.0,1,Bergamot,Marina De Bourbon Cristal Royal Passion,Marina De Bourbon,Available in 100 ml,,,,Women,,2018,,,,
Marina De Bourbon,3.7,3,Bergamot,Marina De Bourbon Bleu Royal,Marina De Bourbon,Available in 100 ml,,,,Women,,2012,,,,
Alexandre J,3.5,2,Bergamot,Mandarine Sultane,Alexandre J,Available in 100 ml,,,,Women,,2016,,,,
Mandarina Duck,,,Jasmine,Mandarina Duck Oh Bella,Mandarina Duck,Available in 100 ml,,,,Women,,2014,,,,
Mancera,4.0,2,Patchouli,Mancera Wind Wood,Mancera,Available in 120 ml,,,,Men,,2014,,,,
Mancera,3.8,4,Cedar,Mancera Wild Fruits,Mancera,Available in 120 ml,,,,Men and Women,,2011,,,,
Mancera,,,Bergamot,Mancera Wild Candy,Mancera,Available in 120 ml,,,,Women,,2015,,,,
Mancera,4.5,2,,Mancera Wave Musk,Mancera,Available in 8 ml and 120 ml,,,,Men and Women,,2011,,,,
Mancera,4.0,1,,Mancera Purple Flowers,Mancera,Available in 120 ml,,,,Women,,2017,,,,
Mancera,5.0,2,Rose,Mancera Precious Oud,Mancera,Available in 120 ml,,,,Men and Women,,2019,,,,
Mancera,5.0,1,Bergamot,Mancera Pink Roses,Mancera,Available in 120 ml,,,,Women,,2017,,,,
Mancera,5.0,1,Bergamot,Mancera Pink Prestigium,Mancera,Available in 120 ml,,,,Women,,2016,,,,
Mancera,5.0,1,Bergamot,Mancera Musk Of Flowers,Mancera,Available in 120 ml,,,,Women,,2011,,,,
Mancera,5.0,3,fresh,Mancera Indian Dream,Mancera,Available in 120 ml,,,,Women,,2014,,,,
Mancera,,,fresh,Mancera Black Line,Mancera,Available in 120 ml,,,,Men and Women,,2013,,,,
Mancera,4.0,5,Bergamot,Mancera Aoud Blue Notes,Mancera,Available in 120 ml,,,,Men and Women,,2015,,,,
Mancera,5.0,1,Jasmine,Mancera Amber & Roses,Mancera,Available in 120 ml,,,,Women,,2014,,,,
Mally,4.0,3,Jasmine,Mally,Mally,Available in 50 ml,,,,Women,,2009,,,,
Bond No. 9,4.9,10,,Madison Square Park,Bond No. 9,"Available in 2 ml, 50 ml and 100 ml","Hyacinth (grape), Grass (Prairie Dropseed), Huckleberry","Rose (red leaf), Tulip (red), Grass (Prairie Dropseed)","Teak, Vetiver",Women,,2011,,,,
Bond No. 9,2.5,2,Floral,Madison Soiree,Bond No. 9,Available in 50 ml and 100 ml,Aldehydes,"Gardenia, Jasmine, Honeysuckle","Oakmoss, Powdery notes",Women,,2003,,,,
Robert Piguet,5.0,2,,Mademoiselle Piguet,Robert Piguet,Available in 100 ml,,,,Women,,,,,,
Luciano Soprani,,,Rose,Luciano Soprani D Rouge,Luciano Soprani,Available in 100 ml,,,,Women,,2013,,,,
Luciano Soprani,,,Rose,Luciano Soprani D Moi,Luciano Soprani,Available in 100 ml,,,,Women,,2018,,,,
Masque Milano,,,Jasmine,Luci Ed Ombre,Masque Milano,Available in 35 ml,,,,Men and Women,,2013,,,,
House of Sillage,5.0,1,Cedar,Love Is In The Air,House of Sillage,Available in 75 ml,,,,Women,,2012,,,,
Elizabeth Taylor,4.2,5,Cedar,Love & White Diamonds,Elizabeth Taylor,Available in 100 ml,,,,Women,,2017,,,,
Yardley London,5.0,1,Cedar,London Mist,Yardley London,Available in 100 ml and 150 ml,,,,Women,,,,,,
Lomani,4.0,1,,Lomani L,Lomani,Available in 100 ml,,,,Men,,,,,,
Kate Spade,5.0,2,Vanilla,Live Colorfully Luxe,Kate Spade,Available in 100 ml,,,,Women,,2019,,,,
Marmol & Son,,,,Littlest Pet Shop Puppies,Marmol & Son,Available in 50 ml,,,,Women,,,,,,
Salvador Dali,4.0,2,,Little Kiss Cherry,Salvador Dali,Available in 50 ml and 100 ml,"Lemon, Yuzu, Lychee","Camellia, Cherry blossom, Waterlily (white)","Wood (Magnolia), Musk, Rice powder",Women,,2009,,,,
Bath & Body Works,5.0,1,Patchouli,Little Black Party Dress,Bath & Body Works,Available in 240 ml,,,,Women,,,,,,
Linari,,,Bergamot,Linari Capelli D'oro,Linari,Available in 100 ml,,,,Women,,,,,,
Nina Ricci,3.0,1,Bergamot,Les Sorbets De Nina,Nina Ricci,Available in 50 ml and 80 ml,,,,Women,,2019,,,,
Nina Ricci,2.0,1,,Les Gourmandises De Lune,Nina Ricci,Available in 80 ml,,,,Women,,2017,,,,
Guerlain,,,,Les Delices De Bain,Guerlain,Available in 200 ml,,,,Women,,,,,,
Lalique,,,,Les Compositions Parfumees Silver,Lalique,Available in 100 ml,,,,Women,,,,,,
Lengling Munich,,,,Lengling Munich No 6 A La Carte,Lengling Munich,Available in 50 ml,,,,Men and Women,,,,,,
Lengling Munich,5.0,1,,Lengling Munich Figolo,Lengling Munich,Available in 50 ml,,,,Men and Women,,,,,,
Swiss Arabian,,,Rose,Leilat Al Arais,Swiss Arabian,Available in 50 ml,,,,Men,,,,,,
Leblon,,,,Leblon Ilusion,Leblon,Available in 89 ml,,,,Men,,,,,,
Joan Vass,4.3,3,,L'eau De Opale,Joan Vass,"Available in 3 ml, 50 ml and 100 ml",,,,Women,,,,,,
Joan Vass,5.0,2,,L'eau De Amethyste,Joan Vass,"Available in 3 ml, 8 ml, 50 ml and 100 ml",,,,Women,,,,,,
