Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Lattafa,,,,Lattafa Opulent Red,Lattafa,Available in 100 ml,,,,Women,,,,,,
Yves Saint Laurent,4.6,135,Cedar,Kouros Body,Yves Saint Laurent,"Available in 8 ml, 50 ml, 77 ml, 100 ml, 150 ml and 248 ml",Eucalyptus,"Mace, Cedarwood (Chinese), Incense","Camphor wood, Benzoin",Men,,2000,,,,
Jo Malone,2.8,5,fresh,Jo Malone English Pear & Freesia,Jo Malone,"Available in 8 ml, 30 ml and 100 ml",,,,Men and Women,,2010,,,,
Armaf,4.7,7,Bergamot,Club De Nuit Urban Man,Armaf,Available in 100 ml,,,,Men,,2017,,,,
Calvin Klein,4.8,9,Citrus,Ck One Gold,Calvin Klein,Available in 100 ml,,,,Men and Women,,2016,,,,
Yves Saint Laurent,4.5,14,Floral,Black Opium Floral Shock,Yves Saint Laurent,Available in 50 ml and 90 ml,,,,Women,,2017,,,,
Adrienne Vittadini,4.7,65,Citrus,Av,Adrienne Vittadini,"Available in 1 ml, 7 ml, 8 ml, 30 ml, 50 ml, 90 ml, 100 ml, 200 ml and 240 ml","Bergamot, Cyclamen, Lily of the Valley (Muguet), Lemonwood","Freesia (yellow), Geranium, Jasmine, Marigold (Tagete), Rose (May Rose or Rose de Mai), Ylang-ylang","Iris (Orris), Sandalwood, Oakmoss, Musk (sheer), Tonka bean",Women,,1994,,,,
Tocca,4.5,6,Bergamot,Tocca Florence,Tocca,Available in 50 ml,"Bergamot, Grapefruit leaves, Pear (green)","Iris (Orris), Violet","Woods (blonde), Musk (Skin 2000 accord)",Women,,2006,,,,
Tiffany,4.2,11,Jasmine,Tiffany Intense,Tiffany,Available in 8 ml and 75 ml,,,,Women,,2018,,,,
Diesel,5.0,3,Bergamot,Spirit Of The Brave,Diesel,"Available in 50 ml, 75 ml and 125 ml",,,,Men,,2019,,,,
Missoni,4.1,15,,Missoni Wave,Missoni,Available in 5 ml,,,,Men,,,,,,
Mariah Carey,5.0,8,,Mariah Carey Ultra Pink,Mariah Carey,Available in 240 ml,,,,Women,,2009,,,,
Rochas,4.6,14,Bergamot,Mademoiselle Rochas,Rochas,"Available in 30 ml, 50 ml and 90 ml",,,,Women,,2018,,,,
Tiziana Terenzi,4.4,41,Vanilla,Kirke,Tiziana Terenzi,Available in 8 ml and 100 ml,,,,Men and Women,,2015,,,,
Jo Malone,5.0,1,,Jo Malone Scarlet Poppy,Jo Malone,Available in 100 ml,,,,Men and Women,,2020,,,,
Revlon,4.7,131,Citrus,Jean Nate,Revlon,"Available in 67 ml, 177 ml, 240 ml, 444 ml and 887 ml","Bergamot, Lemon, Mandarin, Orange, Lavender, Verbena","Geranium, Jasmine, Orange blossom, Clove, Rosemary","Sandalwood, Amber",Women,,1935,,,,
Givenchy,4.6,77,Bergamot,Insense Ultramarine,Givenchy,"Available in 7 ml, 30 ml, 50 ml and 100 ml","Helional, Galbanum, Waterfruits","Cardamom, Clove, Mint, Sage","Cedarwood, Vetiver, Tobacco",Men,,1994,,,,
Boucheron,4.6,7,Vanilla,Boucheron Fleurs,Boucheron,Available in 100 ml,,,,Women,,2019,,,,
Hugo Boss,4.5,34,Lemon,Boss Bottled Tonic,Hugo Boss,"Available in 8 ml, 30 ml, 50 ml, 100 ml and 200 ml",,,,Men,,2017,,,,
Armaf,4.1,14,Cedar,Armaf Hunter,Armaf,Available in 8 ml and 100 ml,,,,Men,,,,,,
Chopard,4.7,188,Patchouli,Wish,Chopard,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 75 ml and 200 ml","Honeysuckle (pink), Mimosa, Gooseberry (Chinese)","Osmanthus, Patchouli flower, Violet","Sandalwood, Amber, Incense, Toffee",Women,,1997,,,,
Vince Camuto,4.8,9,Cedar,Vince Camuto Homme,Vince Camuto,"Available in 75 ml, 100 ml, 150 ml and 177 ml",,,,Men,,2014,,,,
Trish McEvoy,4.6,7,,Trish Mcevoy 9 Blackberry & Vanilla Musk,Trish McEvoy,Available in 15 ml and 50 ml,,,,Women,,,,,,
Paris Hilton,4.6,56,,Paris Hilton Tease,Paris Hilton,"Available in 10 ml, 30 ml, 50 ml, 90 ml, 100 ml and 200 ml","Bergamot, Sea water mist, Peach nectar, Apple (Fuji)","Frangipani, Jasmine, Tuberose","Woods (blonde), Amber, Warm sand accord",Women,,2010,,,,
Narciso Rodriguez,4.5,42,Rose,Narciso Rodriguez Rouge,Narciso Rodriguez,"Available in 30 ml, 50 ml and 90 ml",,,,Women,,2018,,,,
Mercedes Benz,5.0,21,Jasmine,Mercedes Benz Woman,Mercedes Benz,Available in 60 ml and 90 ml,,,,Women,,2016,,,,
Mercedes Benz,4.2,13,Bergamot,Mercedes Benz Le Parfum,Mercedes Benz,Available in 125 ml,,,,Men,,2015,,,,
Hollister,5.0,6,fresh,Hollister So Cal,Hollister,"Available in 50 ml, 75 ml, 100 ml and 125 ml",,,,Men,,,,,,
Jesus Del Pozo,4.1,21,Lemon,Halloween Man Shot,Jesus Del Pozo,"Available in 1 ml, 75 ml and 125 ml",,,,Men,,2016,,,,
Salvatore Ferragamo,4.8,6,Lemon,Ferragamo,Salvatore Ferragamo,Available in 100 ml,,,,Men,,2020,,,,
Christian Dior,4.7,58,Citrus,Dior Homme Sport,Christian Dior,"Available in 1 ml, 50 ml, 75 ml, 80 ml, 100 ml, 125 ml and 200 ml","Lemon, Ginger",Iris (Tuscany),"Cedarwood (Virginia), Green notes",Men,,2012,,,,
Azzaro,4.7,7,Floral,Azzaro Mademoiselle,Azzaro,"Available in 1 ml, 50 ml and 100 ml",,,,Women,,2015,,,,
Myrurgia,3.6,9,,Yacht Man Red,Myrurgia,Available in 8 ml and 100 ml,,,,Men,,2004,,,,
Hermes,4.3,12,Patchouli,Twilly D'hermes Eau Poivree,Hermes,Available in 50 ml and 85 ml,,,,Women,,2019,,,,
Tommy Hilfiger,5.0,1,,Tommy Girl Now,Tommy Hilfiger,Available in 100 ml,,,,Women,,2018,,,,
Salvatore Ferragamo,4.4,54,Citrus,Salvatore Ferragamo,Salvatore Ferragamo,"Available in 2 ml, 5 ml, 30 ml, 50 ml, 75 ml, 100 ml and 157 ml","Grapefruit (pink), Geranium, Fig leaves","Cyclamen, Cardamom, Clove","Cedarwood, Sandalwood, Vetiver, Musk (Bio-musk)",Men,,1999,,,,
Prada,4.5,26,,Prada Candy Gloss,Prada,Available in 50 ml and 80 ml,,,,Women,,,,,,
Ralph Lauren,4.7,12,,Polo Blue Sport,Ralph Lauren,Available in 75 ml and 125 ml,"Mandarin, Cedar leaves, Leaves (crushed), Mint (frosted), Apple","Cascalone, Ginger, Fern (water), Sage","Amberwood, Patchouli, Sandalwood, Oakmoss, Musk",Men,,2012,,,,
Bvlgari,4.7,38,Citrus,Omnia Indian Garnet,Bvlgari,"Available in 5 ml, 25 ml, 40 ml, 41 ml and 65 ml",,,,Women,,2014,,,,
Michael Jordan,4.0,19,,Michael Jordan 23,Michael Jordan,Available in 50 ml and 100 ml,"Bergamot, Watery notes, Cardamom, Leaves (lime), Thyme","Musk (floral), Rosemary, Sage, Juniperberry","Patchouli, Vetiver, Musk, Opopanax",Men,,2005,,,,
Yves Saint Laurent,4.3,30,Bergamot,L'homme L'intense,Yves Saint Laurent,"Available in 1 ml, 60 ml, 100 ml and 200 ml",,,,Men,,2013,,,,
Giorgio Armani,4.7,67,Citrus,Emporio Armani Diamonds,Giorgio Armani,"Available in 1 ml, 4 ml, 30 ml, 50 ml and 75 ml","Bergamot, Pepper (Sichuan)","Cedarwood, Cacao bean","Guaïac wood, Vetiver, Ambroxan",Men,,2008,,,,
Donna Karan,4.7,17,,Dkny My Ny,Donna Karan,"Available in 8 ml, 30 ml, 50 ml and 100 ml",,,,Women,,2014,,,,
Victoria's Secret,4.6,76,Citrus,Bombshell,Victoria's Secret,"Available in 5 ml, 7 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml and 248 ml","Bergamot, Lemon, Freesia, Magnolia, Blackcurrant berries, Fruity accord, Passionfruit","Peony (pink), Rose, Berries (red), Peach","Cedarwood, Oakmoss, Amber, Musk",Women,,2011,,,,
Issey Miyake,4.7,44,Cedar,A Scent,Issey Miyake,"Available in 1 ml, 30 ml, 50 ml, 100 ml, 150 ml and 200 ml","Hyacinth, Verbena","Jasmine, Galbanum",Musk,Women,,2009,,,,
Givenchy,3.4,8,fresh,Tartine Et Chocolate Ptisenbon,Givenchy,Available in 50 ml and 100 ml,,,,Women,,,,,,
Salvador Dali,4.6,55,Bergamot,Salvador Dali,Salvador Dali,"Available in 2 ml, 6 ml, 30 ml, 50 ml, 100 ml and 150 ml","Bergamot, Mandarin, Clove, Violet leaves, Basil, Clary sage, Aldehydes","Daffodil, Iris (Orris), Jasmine (Egyptian), Lily of the Valley (Muguet), Mimosa, Narcissus, Rose (Bulgarian), Tuberose, Ylang-ylang","Cedarwood, Patchouli, Sandalwood, Oakmoss, Amber, Musk, Benzoin, Styrax, Vanilla",Women,,1983,,,,
Oscar de la Renta,4.7,38,Spicy,Oscar,Oscar de la Renta,"Available in 8 ml, 50 ml, 75 ml, 90 ml, 100 ml, 125 ml and 200 ml","Bergamot, Mandarin, Pepper (black), Elemi","Jasmine, Lavender, Rose, Clove, Nutmeg, Violet leaves","Leather, Sandalwood, Musk, Fir balsam, Olibanum, Vanilla",Men,,1999,,,,
Christian Dior,4.6,72,Earthy Greens,Miss Dior Originale,Christian Dior,"Available in 30 ml, 50 ml, 53 ml, 100 ml, 106 ml, 150 ml, 163 ml and 200 ml","Gardenia, Galbanum, Clary sage, Aldehydes","Carnation, Iris (Orris), Jasmine, Lily of the Valley (Muguet), Narcissus, Neroli, Rose","Leather, Patchouli, Sandalwood, Vetiver, Oakmoss, Ambergris",Women,,1947,,,,
Lacoste,4.3,30,,Lacoste Eau De Lacoste L.12.12 Noir,Lacoste,"Available in 2 ml, 8 ml, 50 ml and 100 ml",,,,Men,,2013,,,,
Jaguar,4.5,22,Bergamot,Jaguar Classic Gold,Jaguar,"Available in 1 ml, 8 ml and 100 ml",,,,Men,,2013,,,,
Britney Spears,4.6,11,Floral,Fantasy Intimate,Britney Spears,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2015,,,,
Five Star Fragrance Co.,3.5,44,Bergamot,Eau De Royal Secret,Five Star Fragrance Co.,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2014,,,,
David Beckham,4.4,31,Citrus,David Beckham Homme,David Beckham,Available in 50 ml and 75 ml,"Grapefruit (pink), Pepper (Sichuan), Rosemary","Dahlia, Leather, Woods (Cashmere)","Mahogany, Patchouli, Musk (Skin accord)",Men,,2011,,,,
Bodycology,4.6,16,,Bodycology Toasted Sugar,Bodycology,Available in 240 ml,,,,Women,,,,,,
Parfums De Coeur,4.2,9,Vanilla,Body Fantasies Signature Pink Vanilla Kiss Fantasy,Parfums De Coeur,Available in 50 ml and 240 ml,,,,Women,,2013,,,,
Cartier,4.5,85,Floral,Baiser Vole,Cartier,"Available in 1 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml","Watery notes, Green leafy accord","Floral accord, Lily","Powdery notes, Vanilla",Women,,2011,,,,
Al Haramain,4.5,37,,Al Haramain Amber Oud Tobacco Edition,Al Haramain,Available in 59 ml,,,,Men,,2019,,,,
Victoria's Secret,,,,Victoria's Secret Bare,Victoria's Secret,Available in 50 ml and 100 ml,,,,Women,,,,,,
Selena Gomez,4.8,47,,Selena Gomez,Selena Gomez,"Available in 8 ml, 10 ml, 15 ml, 30 ml, 50 ml, 100 ml and 120 ml",,,,Women,,,,,,
Joop!,4.0,14,,Joop Homme Wild,Joop!,"Available in 30 ml, 71 ml, 75 ml and 125 ml",,,,Men,,2012,,,,
Jean Paul Gaultier,4.5,44,fresh,Jean Paul Gaultier La Belle,Jean Paul Gaultier,"Available in 8 ml, 50 ml and 100 ml",,,,Women,,2019,,,,
Guerlain,4.4,29,Citrus,Aqua Allegoria Pamplelune,Guerlain,"Available in 30 ml, 75 ml, 100 ml, 125 ml and 200 ml","Bergamot, Grapefruit, Lemon","Petitgrain, Blackcurrant buds (Cassis)","Patchouli, Vanilla",Women,,1999,,,,
Cacharel,4.5,10,,Yes I Am,Cacharel,"Available in 30 ml, 50 ml and 75 ml",,,,Women,,2018,,,,
Antonio Banderas,4.1,15,Cedar,The Golden Secret,Antonio Banderas,"Available in 30 ml, 50 ml, 100 ml and 200 ml",,,,Men,,2011,,,,
Swiss Army,4.0,4,Cedar,Swiss Unlimited Snowpower,Swiss Army,Available in 30 ml,,,,Men,,2010,,,,
Lanvin,4.6,101,Floral,Rumeur,Lanvin,"Available in 2 ml, 5 ml, 15 ml, 30 ml, 50 ml, 100 ml and 150 ml",Magnolia,"Jasmine (Sambac), Rose (white), Seringa flower","Patchouli, Musk",Women,,2006,,,,
Oscar De La Renta,4.8,20,fresh,Oscar Rose,Oscar De La Renta,Available in 100 ml,,,,Women,,2016,,,,
Nicki Minaj,4.8,34,Cedar,Onika,Nicki Minaj,"Available in 30 ml, 50 ml, 100 ml and 240 ml",,,,Women,,2012,,,,
Moschino,4.7,110,Cedar,Moschino Funny,Moschino,"Available in 1 ml, 4 ml, 25 ml, 50 ml, 100 ml and 200 ml","Orange (bitter), Pepper (rose / pink), Redcurrant berries","Jasmine, Peony, Violet, Tea (Green)","Cedarwood, Moss, Amber, Musk",Women,,2007,,,,
Issey Miyake,4.7,35,Bergamot,L'eau D'issey Pour Homme Sport,Issey Miyake,"Available in 1 ml, 50 ml, 77 ml, 100 ml and 200 ml",,,,Men,,2012,,,,
Lancome,4.8,26,Jasmine,La Vie Est Belle L'eclat,Lancome,"Available in 8 ml, 30 ml, 50 ml, 75 ml and 100 ml",,,,Women,,2017,,,,
Kenzo,4.5,6,Bergamot,Kenzo Homme,Kenzo,Available in 100 ml,,,,Men,,2016,,,,
Gucci,4.6,22,,Gucci Intense Oud,Gucci,Available in 8 ml and 90 ml,,,,Men and Women,,2016,,,,
Dana,4.2,19,Citrus,English Leather Black,Dana,"Available in 30 ml, 50 ml and 100 ml","Bergamot (marine), Green shoots, Clary sage, Coriander","Geranium, Jasmine (transparent), Lavender (white), Rosemary","Sandalwood (white), Musk, Musk (sheer), Musk (white)",Men,,2007,,,,
Clean,4.1,16,Bergamot,Clean Cool Cotton,Clean,"Available in 1 ml, 10 ml, 15 ml, 30 ml, 60 ml, 63 ml and 177 ml",,,,Women,,2013,,,,
Parfums De Coeur,4.5,21,,Body Fantasies Signature Twilight Mist,Parfums De Coeur,"Available in 50 ml, 207 ml and 240 ml",,,,Women,,,,,,
Armaf,4.7,13,Cedar,Armaf Tres Jour,Armaf,Available in 100 ml,,,,Women,,,,,,
Adidas,4.6,18,Citrus,Adidas Victory League,Adidas,"Available in 50 ml, 100 ml and 150 ml","Bergamot, Orange (bitter), Grass (fresh cut), Basil","Lavender, Cinnamon, Pear","Cedarwood, Musk (Amber)",Men,,2006,,,,
Thierry Mugler,4.6,140,,Womanity,Thierry Mugler,"Available in 1 ml, 3 ml, 5 ml, 8 ml, 10 ml, 30 ml, 50 ml, 80 ml, 100 ml and 200 ml","Fig leaves, Fig",Caviar,"Fig tree, Cistus labdanum (Rockrose)",Women,,2010,,,,
Tommy Bahama,4.6,59,Bergamot,Tommy Bahama,Tommy Bahama,"Available in 1 ml, 5 ml, 8 ml, 50 ml, 75 ml and 100 ml","Bergamot, Pepper (Sichuan), Coriander, Elemi","Ginger, Caraway, Sage, Incense","Guaïac wood, Patchouli, Vetiver, Amber, Musk",Men,,2005,,,,
Tom Ford,4.4,23,Spicy,Tom Ford Tobacco Vanille,Tom Ford,"Available in 30 ml, 50 ml, 100 ml and 248 ml",,,,Men and Women,,2007,,,,
Paris Hilton,5.0,3,Bergamot,Paris Hilton Pink Rush,Paris Hilton,Available in 100 ml,,,,Women,,2020,,,,
Elizabeth Arden,4.6,13,fresh,My 5th Avenue,Elizabeth Arden,Available in 7 ml and 100 ml,,,,Women,,2018,,,,
Miu Miu,4.4,33,Bergamot,Miu Miu,Miu Miu,"Available in 10 ml, 30 ml, 50 ml, 100 ml and 200 ml",,,,Women,,2015,,,,
Laura Ashley,4.3,32,Rose,Laura Ashley No. 1,Laura Ashley,"Available in 30 ml, 100 ml and 248 ml",,,,Women,,2012,,,,
Jovan,5.0,4,,Jovan Platinum Musk,Jovan,Available in 90 ml,,,,Men,,,,,,
Jimmy Choo,,,,Jimmy Choo Man Aqua,Jimmy Choo,Available in 100 ml,,,,Men,,,,,,
Liz Claiborne,4.7,9,Bergamot,Curve Sport,Liz Claiborne,Available in 125 ml and 177 ml,,,,Men,,2015,,,,
Cristiano Ronaldo,4.3,10,Bergamot,Cristiano Ronaldo Cr7,Cristiano Ronaldo,Available in 50 ml and 100 ml,,,,Men,,2017,,,,
Swiss Arabian,4.3,30,fresh,Casablanca,Swiss Arabian,Available in 100 ml,,,,Men and Women,,2016,,,,
Caesars,4.3,81,Citrus,Caesars,Caesars,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 100 ml, 104 ml, 163 ml and 192 ml","Bergamot, Jasmine (Egyptian), Orange blossom, Rose (Oriental)","Geranium, Iris (Orris), Lily of the Valley (Muguet), Mimosa, Tuberose","Patchouli, Sandalwood, Musk (Tibetan)",Women,,1988,,,,
Proenza Schouler,4.8,12,fresh,Arizona,Proenza Schouler,"Available in 1 ml, 5 ml, 9 ml, 30 ml, 50 ml and 90 ml",,,,Women,,2018,,,,
Salvatore Ferragamo,4.8,32,Rose,Amo Ferragamo,Salvatore Ferragamo,"Available in 1 ml, 8 ml, 30 ml, 50 ml and 100 ml",,,,Women,,2018,,,,
4711,3.9,8,,4711 Acqua Colonia Blood Orange & Basil,4711,"Available in 50 ml, 169 ml and 200 ml",,,,Women,,2010,,,,
Vince Camuto,4.4,12,,Vince Camuto Solare,Vince Camuto,Available in 15 ml and 100 ml,,,,Men,,,,,,
Tiffany,,,,Tiffany Rose Gold,Tiffany,Available in 75 ml,,,,Women,,,,,,
Laura Biagiotti,4.6,80,fresh,Roma,Laura Biagiotti,"Available in 1 ml, 5 ml, 38 ml, 71 ml, 75 ml, 125 ml and 200 ml","Grapefruit (pink), Tangerine, Laurel, Basil","Geranium, Oakmoss","Massoïa wood, Cedarwood, Sandalwood, Amber-like notes, Musk-like notes, Vanilla",Men,,1994,,,,
Paul Smith,4.3,32,woody,Paul Smith Extreme,Paul Smith,"Available in 2 ml, 30 ml, 50 ml and 100 ml","Bergamot, Cardamom, Nutmeg, Rosemary","Geranium, Rosewood, Incense","Sandalwood, Modern musks, Tonka bean",Men,,2002,,,,
Joop!,4.3,32,Citrus,Joop Go,Joop!,"Available in 50 ml, 100 ml and 200 ml","Orange (blood), Leaves (Pimento), Rhubarb","Geranium, Violet, Cypress","Vetiver, Fir balsam",Men,,2006,,,,
Nino Cerruti,4.6,51,Floral,Image,Nino Cerruti,"Available in 1 ml, 30 ml, 50 ml, 100 ml and 200 ml","Pepper (black), Barbanacia leaf, Pear (King William)","Jasmine (transparent), Cypress, Fig leaves","Sandalwood, Vetiver, Amber, Musk",Men,,1998,,,,
Hugo Boss,4.6,17,fresh,Hugo Extreme,Hugo Boss,"Available in 8 ml, 60 ml and 100 ml",,,,Men,,2016,,,,
Maison Francis Kurkdjian,5.0,7,Vanilla,Grand Soir,Maison Francis Kurkdjian,Available in 71 ml and 200 ml,,,,Men and Women,,2016,,,,
Christian Audigier,4.5,26,Citrus,Ed Hardy Villain,Christian Audigier,"Available in 1 ml, 7 ml, 30 ml, 75 ml, 125 ml and 177 ml","Bergamot, Lavender, Cardamom, Pepper (black)","Nutmeg, Basil, Sage, Blackcurrant buds (Cassis)","Cedarwood, Musky wood accord, Sandalwood, Amber",Men,,2011,,,,
Lanvin,4.1,24,Bergamot,Eclat D'arpege,Lanvin,Available in 100 ml,,,,Men,,2015,,,,
David Dobrik,,,,David's Perfume #01 Amber & Cashmere,David Dobrik,Available in 59 ml,,,,Men and Women,,,,,,
Aquolina,,,,Pink Sugar Creamy Sunshine,Aquolina,Available in 100 ml,,,,Women,,,,,,
Lattafa,5.0,1,,Najdia,Lattafa,Available in 100 ml,,,,Women,,,,,,
Montale,4.2,14,Jasmine,Montale Roses Musk,Montale,"Available in 8 ml, 50 ml and 100 ml",,,,Women,,2009,,,,
Yves Saint Laurent,5.0,7,Bergamot,Mon Paris Intensement,Yves Saint Laurent,Available in 50 ml and 90 ml,,,,Women,,2020,,,,
Woods of Windsor,4.1,44,,Lily Of The Valley (woods Of Windsor),Woods of Windsor,"Available in 62 ml, 100 ml, 104 ml, 200 ml, 248 ml and 349 ml","Citrus accord, Leaves (green)","Geranium, Lily of the Valley (Muguet), Rose",Musk,Women,,1992,,,,
Lacoste,4.6,7,fresh,Lacoste Eau De Lacoste L.12.12 Pour Lui,Lacoste,Available in 100 ml and 174 ml,,,,Men,,2018,,,,
Kilian,,,,Kilian Angels Share,Kilian,Available in 50 ml,,,,Women,,,,,,
Estee Lauder,4.4,114,Cedar,Estee,Estee Lauder,"Available in 10 ml, 30 ml, 50 ml, 55 ml and 60 ml","Jasmine, Lily of the Valley (Muguet), Rose (Moroccan)","Carnation, Iris (Orris), Jasmine, Lily of the Valley (Muguet), Tuberose, Ylang-ylang, Coriander, Raspberry","Sandalwood, Treemoss, Musk",Women,,1968,,,,
Lanvin,4.5,17,Floral,Eclat De Fleurs,Lanvin,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2015,,,,
Demeter,3.5,36,fresh,Demeter Vanilla Cake Batter,Demeter,"Available in 8 ml, 30 ml and 120 ml","VANILLA CAKE ACCORD, Vanilla, Sugar",,,Women,,2005,,,,
Cristiano Ronaldo,,,,Cristiano Ronaldo Cr7 Origins,Cristiano Ronaldo,Available in 50 ml and 100 ml,,,,Men,,,,,,
Hugo Boss,4.1,12,Citrus,Boss Orange Sunset,Hugo Boss,"Available in 2 ml, 30 ml, 50 ml and 75 ml","Bergamot, Mandarin, Orange, Granadilla, Passionfruit","Orange blossom, Rose, Tuberose, White flower accord","Sandalwood, Musk, Vanilla",Women,,2010,,,,
Parfums De Coeur,4.8,24,,Body Fantasies Signature Coconut Fantasy,Parfums De Coeur,Available in 240 ml,,,,Women,,,,,,
Parfums De Coeur,4.7,6,,Bod Man Liquid Titanium,Parfums De Coeur,Available in 240 ml,,,,Men,,,,,,
Tommy Bahama,4.4,21,fresh,Tommy Bahama Very Cool,Tommy Bahama,"Available in 50 ml, 100 ml, 240 ml and 300 ml","Pomelo, Tangerine, Clementine","Cactus flower, Hibiscus, Pear blossom, Dewy green note","Exotic woods, Musk, Kiwi (Chinese), Nectarine",Women,,2006,,,,
Cartier,4.6,9,Cedar,Pasha De Cartier Noire Sport,Cartier,Available in 100 ml and 151 ml,,,,Men,,2015,,,,
Nautica,4.0,9,Citrus,Nautica Voyage Sport,Nautica,Available in 100 ml and 150 ml,,,,Men,,2016,,,,
Rochas,4.6,8,,Mademoiselle Rochas Couture,Rochas,"Available in 30 ml, 50 ml and 90 ml",,,,Women,,2020,,,,
David Beckham,4.4,82,Citrus,Intimately Beckham,David Beckham,"Available in 30 ml, 50 ml and 75 ml","Bergamot, Grapefruit, Cardamom","Violet, Nutmeg, Star anise","Patchouli, Sandalwood, Amber",Men,,2006,,,,
Elizabeth Arden,3.4,5,Bergamot,Green Tea Yuzu,Elizabeth Arden,Available in 100 ml,,,,Women,,2014,,,,
Parfums De Coeur,5.0,12,Bergamot,Designer Imposters Game Changer,Parfums De Coeur,Available in 44 ml and 120 ml,,,,Men,,,,,,
Donna Karan,4.7,15,,Cashmere Aura,Donna Karan,Available in 50 ml and 100 ml,,,,Women,,2016,,,,
Bodycology,4.5,31,,Bodycology Pure White Gardenia,Bodycology,Available in 240 ml,,,,Women,,,,,,
Azzaro,4.3,6,Patchouli,Azzaro Wanted Tonic,Azzaro,Available in 50 ml and 100 ml,,,,Men,,2020,,,,
Ajmal,4.3,15,Bergamot,Ajmal Kuro,Ajmal,Available in 1 ml and 90 ml,,,,Men,,2018,,,,
Woods of Windsor,4.0,30,fresh,White Jasmine,Woods of Windsor,"Available in 62 ml, 100 ml, 104 ml, 248 ml and 349 ml","Jasmine, Leaves (green), Fruity accord","Jasmine, Mimosa, Ylang-ylang","Sandalwood, Musk",Women,,2010,,,,
Valentino,4.8,28,Vanilla,Valentino Uomo Intense,Valentino,"Available in 4 ml, 8 ml, 50 ml and 100 ml",,,,Men,,2016,,,,
Nickelodeon,4.5,8,Citrus,Spongebob Squarepants Squidward,Nickelodeon,Available in 100 ml,,,,Men,,,,,,
Antonio Banderas,4.1,28,,Seduction In Black,Antonio Banderas,"Available in 50 ml, 100 ml and 200 ml","Bergamot, Blackcurrant buds (Cassis)","Cardamom, Nutmeg, Coriander","Cedarwood, Amber, Musks, Tonka bean",Men,,2009,,,,
Maison Margiela,4.9,9,,Replica By The Fireplace,Maison Margiela,Available in 100 ml,,,,Men and Women,,2015,,,,
Puig,4.5,54,Cedar,Quorum Silver,Puig,"Available in 8 ml, 30 ml, 50 ml and 100 ml","Bergamot, Mandarin, Lavender, Cardamom, Ginger, Artemisia (Armoise)","Cinnamon, Nutmeg, Pepper (red)","Cedarwood, Guaïac wood, Patchouli, Amber",Men,,2005,,,,
Police Colognes,4.4,5,Bergamot,Police To Be Sweet Girl,Police Colognes,Available in 125 ml,,,,Women,,2020,,,,
Michael Malul,5.0,2,,Ocean Noir,Michael Malul,Available in 100 ml,,,,Men,,,,,,
Lattafa,,,,Lattafa Ejaazi,Lattafa,Available in 100 ml,,,,Men and Women,,,,,,
Initio Parfums Prives,4.3,9,Vanilla,Initio Side Effect,Initio Parfums Prives,Available in 90 ml,,,,Men and Women,,2016,,,,
Philosophy,5.0,5,Vanilla,Fresh Cream,Philosophy,Available in 60 ml,,,,Women,,2013,,,,
Escada,4.6,33,Floral,Escada Turquoise Summer,Escada,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2015,,,,
Christian Dior,4.7,91,Floral,Diorissimo,Christian Dior,"Available in 4 ml, 7 ml, 30 ml, 50 ml, 100 ml and 200 ml","Lily of the Valley (Muguet), Ylang-ylang, Rosewood","Amaryllis, Boronia, Lily of the Valley (Muguet)","Jasmine, Sandalwood",Women,,1956,,,,
Davidoff,4.6,23,Citrus,Davidoff Champion,Davidoff,"Available in 30 ml, 50 ml and 90 ml","Bergamot, Lemon","Galbanum, Clary sage","Cedarwood, Oakmoss",Men,,2010,,,,
Liz Claiborne,4.6,28,Earthy Greens,Curve Wave,Liz Claiborne,"Available in 5 ml, 15 ml, 30 ml, 100 ml and 125 ml","Aquatic citron, Anise (iced blue), Mint, Liquid air note","Lavender, Cardamom, Nutmeg, Juniperberry","Bamboo, Beechwood, Sandalwood, Amber, Musk (sun musk)",Men,,2005,,,,
Armaf,4.1,20,Bergamot,Armaf Ventana,Armaf,Available in 100 ml,,,,Men,,2017,,,,
Anne Klein,4.3,16,Bergamot,Anne Klein 2,Anne Klein,Available in 8 ml and 100 ml,,,,Women,,1985,,,,
Disney,4.0,2,,Star Wars Darth Vader 3d,Disney,Available in 100 ml,,,,Men,,2016,,,,
Salvatore Ferragamo,4.4,46,Patchouli,Signorina Eleganza,Salvatore Ferragamo,"Available in 1 ml, 4 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml",,,,Women,,2014,,,,
Estee Lauder,4.8,171,Citrus,Sensuous,Estee Lauder,"Available in 4 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml","Jasmine, Lily, Magnolia",Woods (melted),"Sandalwood, Amber, Honey",Women,,2008,,,,
